timestamp,tick,tipo_evento,payload_json
2026-06-09T03:39:36.232557+00:00,7,movimiento,"{""robot_id"": 0, ""x"": 2, ""y"": 3, ""z"": 0}"
2026-06-09T03:39:36.232557+00:00,7,kpi_update,"{""tick"": 6, ""kpis"": {""TSP"": 50.0, ""TPCP"": 3.0, ""MTRP"": 9.0, ""IOG"": 0.0, ""TR"": 0.3333333333333333, ""TI"": 0.0, ""TBR"": 0.0}}"
2026-06-09T03:39:36.234302+00:00,8,pedido_completado,"{""robot_id"": 0, ""id_pedido"": ""P001"", ""id_sku"": ""SKU001"", ""ticks"": 6}"
2026-06-09T03:39:36.234302+00:00,8,kpi_update,"{""tick"": 7, ""kpis"": {""TSP"": 100.0, ""TPCP"": 4.5, ""MTRP"": 4.5, ""IOG"": 0.0, ""TR"": 0.2857142857142857, ""TI"": 0.0, ""TBR"": 0.0}}"
2026-06-09T03:39:36.238371+00:00,2,movimiento,"{""robot_id"": 0, ""x"": 1, ""y"": 0, ""z"": 0}"
2026-06-09T03:39:36.238371+00:00,2,kpi_update,"{""tick"": 1, ""kpis"": {""TSP"": 0.0, ""TPCP"": 0.0, ""MTRP"": 0.0, ""IOG"": 3.125, ""TR"": 0.0, ""TI"": 0.0, ""TBR"": 0.0}}"
2026-06-09T03:39:36.242418+00:00,3,movimiento,"{""robot_id"": 0, ""x"": 2, ""y"": 0, ""z"": 0}"
2026-06-09T03:39:36.242418+00:00,3,kpi_update,"{""tick"": 2, ""kpis"": {""TSP"": 0.0, ""TPCP"": 0.0, ""MTRP"": 0.0, ""IOG"": 3.125, ""TR"": 0.0, ""TI"": 0.0, ""TBR"": 0.0}}"
2026-06-09T03:39:36.245477+00:00,4,movimiento,"{""robot_id"": 0, ""x"": 2, ""y"": 1, ""z"": 0}"
2026-06-09T03:39:36.245477+00:00,4,kpi_update,"{""tick"": 3, ""kpis"": {""TSP"": 0.0, ""TPCP"": 0.0, ""MTRP"": 0.0, ""IOG"": 3.125, ""TR"": 0.0, ""TI"": 0.0, ""TBR"": 0.0}}"
2026-06-09T03:39:36.250547+00:00,5,movimiento,"{""robot_id"": 0, ""x"": 2, ""y"": 2, ""z"": 0}"
2026-06-09T03:39:36.250547+00:00,5,kpi_update,"{""tick"": 4, ""kpis"": {""TSP"": 0.0, ""TPCP"": 0.0, ""MTRP"": 0.0, ""IOG"": 3.125, ""TR"": 0.0, ""TI"": 0.0, ""TBR"": 0.0}}"
2026-06-09T03:39:36.254560+00:00,6,caja_recuperada,"{""robot_id"": 0, ""id_caja"": ""C001"", ""id_sku"": ""SKU001"", ""x"": 2, ""y"": 2, ""z"": 0}"
2026-06-09T03:39:36.254560+00:00,6,kpi_update,"{""tick"": 5, ""kpis"": {""TSP"": 0.0, ""TPCP"": 0.0, ""MTRP"": 0.0, ""IOG"": 0.0, ""TR"": 0.2, ""TI"": 0.0, ""TBR"": 0.0}}"
2026-06-09T03:39:36.260608+00:00,7,kpi_update,"{""tick"": 6, ""kpis"": {""TSP"": 0.0, ""TPCP"": 0.0, ""MTRP"": 0.0, ""IOG"": 0.0, ""TR"": 1.0, ""TI"": 0.0, ""TBR"": 0.0}}"
2026-06-09T03:39:36.270692+00:00,2,movimiento,"{""robot_id"": 0, ""x"": 1, ""y"": 0, ""z"": 0}"
2026-06-09T03:39:36.270692+00:00,2,kpi_update,"{""tick"": 1, ""kpis"": {""TSP"": 0.0, ""TPCP"": 0.0, ""MTRP"": 0.0, ""IOG"": 3.125, ""TR"": 0.0, ""TI"": 0.0, ""TBR"": 0.0}}"
2026-06-09T03:39:36.289833+00:00,2,movimiento,"{""robot_id"": 0, ""x"": 1, ""y"": 0, ""z"": 0}"
2026-06-09T03:39:36.289833+00:00,2,movimiento,"{""robot_id"": 1, ""x"": 1, ""y"": 1, ""z"": 0}"
2026-06-09T03:39:36.289833+00:00,2,movimiento,"{""robot_id"": 2, ""x"": 1, ""y"": 2, ""z"": 0}"
2026-06-09T03:39:36.289833+00:00,2,movimiento,"{""robot_id"": 3, ""x"": 1, ""y"": 3, ""z"": 0}"
2026-06-09T03:39:36.289833+00:00,2,kpi_update,"{""tick"": 1, ""kpis"": {""TSP"": 0.0, ""TPCP"": 0.0, ""MTRP"": 0.0, ""IOG"": 70.0, ""TR"": 0.0, ""TI"": 0.0, ""TBR"": 0.0}}"
2026-06-09T03:39:36.298398+00:00,3,movimiento,"{""robot_id"": 0, ""x"": 2, ""y"": 0, ""z"": 0}"
2026-06-09T03:39:36.298398+00:00,3,movimiento,"{""robot_id"": 1, ""x"": 2, ""y"": 1, ""z"": 0}"
2026-06-09T03:39:36.298398+00:00,3,movimiento,"{""robot_id"": 2, ""x"": 1, ""y"": 1, ""z"": 0}"
2026-06-09T03:39:36.298398+00:00,3,movimiento,"{""robot_id"": 3, ""x"": 2, ""y"": 3, ""z"": 0}"
2026-06-09T03:39:36.298398+00:00,3,kpi_update,"{""tick"": 2, ""kpis"": {""TSP"": 0.0, ""TPCP"": 0.0, ""MTRP"": 0.0, ""IOG"": 70.0, ""TR"": 0.0, ""TI"": 0.0, ""TBR"": 0.0}}"
2026-06-09T03:39:36.307773+00:00,4,movimiento,"{""robot_id"": 0, ""x"": 3, ""y"": 0, ""z"": 0}"
2026-06-09T03:39:36.308818+00:00,4,excavacion,"{""robot_id"": 1, ""de"": [2, 1, 4], ""a"": [1, 1, 2]}"
2026-06-09T03:39:36.308818+00:00,4,excavacion,"{""robot_id"": 2, ""de"": [1, 1, 4], ""a"": [2, 1, 2]}"
2026-06-09T03:39:36.308818+00:00,4,movimiento,"{""robot_id"": 3, ""x"": 3, ""y"": 3, ""z"": 0}"
2026-06-09T03:39:36.308818+00:00,4,kpi_update,"{""tick"": 3, ""kpis"": {""TSP"": 0.0, ""TPCP"": 0.0, ""MTRP"": 0.0, ""IOG"": 70.0, ""TR"": 0.0, ""TI"": 0.0, ""TBR"": 0.0}}"
2026-06-09T03:39:36.315930+00:00,5,movimiento,"{""robot_id"": 0, ""x"": 3, ""y"": 1, ""z"": 0}"
2026-06-09T03:39:36.315930+00:00,5,excavacion,"{""robot_id"": 1, ""de"": [2, 1, 2], ""a"": [1, 1, 4]}"
2026-06-09T03:39:36.315930+00:00,5,excavacion,"{""robot_id"": 2, ""de"": [1, 1, 4], ""a"": [2, 1, 2]}"
2026-06-09T03:39:36.315930+00:00,5,movimiento,"{""robot_id"": 3, ""x"": 3, ""y"": 2, ""z"": 0}"
2026-06-09T03:39:36.315930+00:00,5,kpi_update,"{""tick"": 4, ""kpis"": {""TSP"": 0.0, ""TPCP"": 0.0, ""MTRP"": 0.0, ""IOG"": 70.0, ""TR"": 0.0, ""TI"": 0.0, ""TBR"": 0.0}}"
2026-06-09T03:39:36.325550+00:00,6,excavacion,"{""robot_id"": 0, ""de"": [3, 1, 4], ""a"": [2, 1, 3]}"
2026-06-09T03:39:36.325550+00:00,6,excavacion,"{""robot_id"": 1, ""de"": [2, 1, 3], ""a"": [1, 1, 4]}"
2026-06-09T03:39:36.325550+00:00,6,excavacion,"{""robot_id"": 2, ""de"": [1, 1, 4], ""a"": [2, 1, 3]}"
2026-06-09T03:39:36.325550+00:00,6,bloqueo,"{""robot_id"": 3, ""x"": 3, ""y"": 2, ""z"": 0}"
2026-06-09T03:39:36.325550+00:00,6,bloqueo,"{""robot_id"": 3, ""x"": 3, ""y"": 2, ""z"": 0}"
2026-06-09T03:39:36.325550+00:00,6,kpi_update,"{""tick"": 5, ""kpis"": {""TSP"": 0.0, ""TPCP"": 0.0, ""MTRP"": 0.0, ""IOG"": 70.0, ""TR"": 0.0, ""TI"": 0.0, ""TBR"": 40.0}}"
2026-06-09T03:39:36.332850+00:00,7,excavacion,"{""robot_id"": 0, ""de"": [3, 1, 3], ""a"": [2, 1, 4]}"
2026-06-09T03:39:36.332850+00:00,7,excavacion,"{""robot_id"": 1, ""de"": [2, 1, 4], ""a"": [1, 1, 4]}"
2026-06-09T03:39:36.332850+00:00,7,excavacion,"{""robot_id"": 2, ""de"": [1, 1, 4], ""a"": [2, 1, 4]}"
2026-06-09T03:39:36.334362+00:00,7,bloqueo,"{""robot_id"": 3, ""x"": 3, ""y"": 2, ""z"": 0}"
2026-06-09T03:39:36.334362+00:00,7,bloqueo,"{""robot_id"": 3, ""x"": 3, ""y"": 2, ""z"": 0}"
2026-06-09T03:39:36.334362+00:00,7,kpi_update,"{""tick"": 6, ""kpis"": {""TSP"": 0.0, ""TPCP"": 0.0, ""MTRP"": 0.0, ""IOG"": 70.0, ""TR"": 0.0, ""TI"": 0.0, ""TBR"": 66.66666666666666}}"
2026-06-09T03:39:36.342374+00:00,8,excavacion,"{""robot_id"": 0, ""de"": [3, 1, 2], ""a"": [4, 1, 0]}"
2026-06-09T03:39:36.342374+00:00,8,excavacion,"{""robot_id"": 1, ""de"": [2, 1, 4], ""a"": [1, 1, 4]}"
2026-06-09T03:39:36.342374+00:00,8,excavacion,"{""robot_id"": 2, ""de"": [1, 1, 4], ""a"": [2, 1, 4]}"
2026-06-09T03:39:36.342374+00:00,8,bloqueo,"{""robot_id"": 3, ""x"": 3, ""y"": 2, ""z"": 0}"
2026-06-09T03:39:36.342374+00:00,8,bloqueo,"{""robot_id"": 3, ""x"": 3, ""y"": 2, ""z"": 0}"
2026-06-09T03:39:36.342374+00:00,8,kpi_update,"{""tick"": 7, ""kpis"": {""TSP"": 0.0, ""TPCP"": 0.0, ""MTRP"": 0.0, ""IOG"": 70.0, ""TR"": 0.0, ""TI"": 0.0, ""TBR"": 85.71428571428571}}"
2026-06-09T03:39:36.350167+00:00,9,excavacion,"{""robot_id"": 0, ""de"": [3, 1, 1], ""a"": [3, 0, 0]}"
2026-06-09T03:39:36.350167+00:00,9,excavacion,"{""robot_id"": 1, ""de"": [2, 1, 4], ""a"": [1, 1, 4]}"
2026-06-09T03:39:36.350167+00:00,9,excavacion,"{""robot_id"": 2, ""de"": [1, 1, 4], ""a"": [2, 1, 4]}"
2026-06-09T03:39:36.350167+00:00,9,bloqueo,"{""robot_id"": 3, ""x"": 3, ""y"": 2, ""z"": 0}"
2026-06-09T03:39:36.350167+00:00,9,bloqueo,"{""robot_id"": 3, ""x"": 3, ""y"": 2, ""z"": 0}"
2026-06-09T03:39:36.350167+00:00,9,kpi_update,"{""tick"": 8, ""kpis"": {""TSP"": 0.0, ""TPCP"": 0.0, ""MTRP"": 0.0, ""IOG"": 70.0, ""TR"": 0.0, ""TI"": 0.0, ""TBR"": 100.0}}"
2026-06-09T03:39:36.360214+00:00,10,caja_recuperada,"{""robot_id"": 0, ""id_caja"": ""C003"", ""id_sku"": ""SKU-A"", ""x"": 3, ""y"": 1, ""z"": 0}"
2026-06-09T03:39:36.360214+00:00,10,excavacion,"{""robot_id"": 1, ""de"": [2, 1, 4], ""a"": [1, 1, 4]}"
2026-06-09T03:39:36.360214+00:00,10,excavacion,"{""robot_id"": 2, ""de"": [1, 1, 4], ""a"": [2, 1, 4]}"
2026-06-09T03:39:36.360214+00:00,10,bloqueo,"{""robot_id"": 3, ""x"": 3, ""y"": 2, ""z"": 0}"
2026-06-09T03:39:36.360214+00:00,10,bloqueo,"{""robot_id"": 3, ""x"": 3, ""y"": 2, ""z"": 0}"
2026-06-09T03:39:36.360214+00:00,10,kpi_update,"{""tick"": 9, ""kpis"": {""TSP"": 0.0, ""TPCP"": 0.0, ""MTRP"": 0.0, ""IOG"": 69.8, ""TR"": 0.1111111111111111, ""TI"": 0.0, ""TBR"": 111.11111111111111}}"
2026-06-09T03:39:36.368300+00:00,11,movimiento,"{""robot_id"": 0, ""x"": 3, ""y"": 0, ""z"": 0}"
2026-06-09T03:39:36.368300+00:00,11,excavacion,"{""robot_id"": 1, ""de"": [2, 1, 4], ""a"": [1, 1, 4]}"
2026-06-09T03:39:36.368300+00:00,11,excavacion,"{""robot_id"": 2, ""de"": [1, 1, 4], ""a"": [2, 1, 4]}"
2026-06-09T03:39:36.368300+00:00,11,movimiento,"{""robot_id"": 3, ""x"": 3, ""y"": 1, ""z"": 0}"
2026-06-09T03:39:36.368300+00:00,11,kpi_update,"{""tick"": 10, ""kpis"": {""TSP"": 0.0, ""TPCP"": 0.0, ""MTRP"": 0.0, ""IOG"": 69.8, ""TR"": 0.1, ""TI"": 0.0, ""TBR"": 100.0}}"
2026-06-09T03:39:36.392054+00:00,12,pedido_completado,"{""robot_id"": 0, ""id_pedido"": ""P001"", ""id_sku"": ""SKU-A"", ""ticks"": 10}"
2026-06-09T03:39:36.392054+00:00,12,excavacion,"{""robot_id"": 1, ""de"": [2, 1, 4], ""a"": [1, 1, 4]}"
2026-06-09T03:39:36.392054+00:00,12,excavacion,"{""robot_id"": 2, ""de"": [1, 1, 4], ""a"": [2, 1, 4]}"
2026-06-09T03:39:36.392054+00:00,12,kpi_update,"{""tick"": 11, ""kpis"": {""TSP"": 25.0, ""TPCP"": 10.0, ""MTRP"": 37.0, ""IOG"": 69.8, ""TR"": 0.09090909090909091, ""TI"": 0.0, ""TBR"": 90.9090909090909}}"
2026-06-09T03:39:36.397832+00:00,13,excavacion,"{""robot_id"": 1, ""de"": [2, 1, 4], ""a"": [1, 1, 4]}"
2026-06-09T03:39:36.397832+00:00,13,excavacion,"{""robot_id"": 2, ""de"": [1, 1, 4], ""a"": [2, 1, 4]}"
2026-06-09T03:39:36.397832+00:00,13,kpi_update,"{""tick"": 12, ""kpis"": {""TSP"": 25.0, ""TPCP"": 10.0, ""MTRP"": 39.0, ""IOG"": 69.8, ""TR"": 0.08333333333333333, ""TI"": 0.0, ""TBR"": 83.33333333333334}}"
2026-06-09T03:39:36.409838+00:00,14,excavacion,"{""robot_id"": 1, ""de"": [2, 1, 4], ""a"": [1, 1, 4]}"
2026-06-09T03:39:36.409838+00:00,14,excavacion,"{""robot_id"": 2, ""de"": [1, 1, 4], ""a"": [2, 1, 4]}"
2026-06-09T03:39:36.409838+00:00,14,kpi_update,"{""tick"": 13, ""kpis"": {""TSP"": 25.0, ""TPCP"": 10.0, ""MTRP"": 41.0, ""IOG"": 69.8, ""TR"": 0.07692307692307693, ""TI"": 0.0, ""TBR"": 76.92307692307693}}"
2026-06-09T03:39:36.417892+00:00,15,excavacion,"{""robot_id"": 1, ""de"": [2, 1, 4], ""a"": [1, 1, 4]}"
2026-06-09T03:39:36.417892+00:00,15,excavacion,"{""robot_id"": 2, ""de"": [1, 1, 4], ""a"": [2, 1, 4]}"
2026-06-09T03:39:36.417892+00:00,15,kpi_update,"{""tick"": 14, ""kpis"": {""TSP"": 25.0, ""TPCP"": 10.0, ""MTRP"": 43.0, ""IOG"": 69.8, ""TR"": 0.07142857142857142, ""TI"": 0.0, ""TBR"": 71.42857142857143}}"
2026-06-09T03:39:36.429823+00:00,16,excavacion,"{""robot_id"": 1, ""de"": [2, 1, 4], ""a"": [1, 1, 4]}"
2026-06-09T03:39:36.429823+00:00,16,excavacion,"{""robot_id"": 2, ""de"": [1, 1, 4], ""a"": [2, 1, 4]}"
2026-06-09T03:39:36.429823+00:00,16,kpi_update,"{""tick"": 15, ""kpis"": {""TSP"": 25.0, ""TPCP"": 10.0, ""MTRP"": 45.0, ""IOG"": 69.8, ""TR"": 0.06666666666666667, ""TI"": 0.0, ""TBR"": 66.66666666666666}}"
2026-06-09T03:39:36.438470+00:00,17,excavacion,"{""robot_id"": 1, ""de"": [2, 1, 4], ""a"": [1, 1, 4]}"
2026-06-09T03:39:36.438470+00:00,17,excavacion,"{""robot_id"": 2, ""de"": [1, 1, 4], ""a"": [2, 1, 4]}"
2026-06-09T03:39:36.438470+00:00,17,kpi_update,"{""tick"": 16, ""kpis"": {""TSP"": 25.0, ""TPCP"": 10.0, ""MTRP"": 47.0, ""IOG"": 69.8, ""TR"": 0.0625, ""TI"": 0.0, ""TBR"": 62.5}}"
2026-06-09T03:39:36.445895+00:00,18,excavacion,"{""robot_id"": 1, ""de"": [2, 1, 4], ""a"": [1, 1, 4]}"
2026-06-09T03:39:36.445895+00:00,18,excavacion,"{""robot_id"": 2, ""de"": [1, 1, 4], ""a"": [2, 1, 4]}"
2026-06-09T03:39:36.445895+00:00,18,kpi_update,"{""tick"": 17, ""kpis"": {""TSP"": 25.0, ""TPCP"": 10.0, ""MTRP"": 49.0, ""IOG"": 69.8, ""TR"": 0.058823529411764705, ""TI"": 0.0, ""TBR"": 58.82352941176471}}"
2026-06-09T03:39:36.455711+00:00,19,excavacion,"{""robot_id"": 1, ""de"": [2, 1, 4], ""a"": [1, 1, 4]}"
2026-06-09T03:39:36.455711+00:00,19,excavacion,"{""robot_id"": 2, ""de"": [1, 1, 4], ""a"": [2, 1, 4]}"
2026-06-09T03:39:36.455711+00:00,19,kpi_update,"{""tick"": 18, ""kpis"": {""TSP"": 25.0, ""TPCP"": 10.0, ""MTRP"": 51.0, ""IOG"": 69.8, ""TR"": 0.05555555555555555, ""TI"": 0.0, ""TBR"": 55.55555555555556}}"
2026-06-09T03:39:36.464705+00:00,20,excavacion,"{""robot_id"": 1, ""de"": [2, 1, 4], ""a"": [1, 1, 4]}"
2026-06-09T03:39:36.464705+00:00,20,excavacion,"{""robot_id"": 2, ""de"": [1, 1, 4], ""a"": [2, 1, 4]}"
2026-06-09T03:39:36.464705+00:00,20,kpi_update,"{""tick"": 19, ""kpis"": {""TSP"": 25.0, ""TPCP"": 10.0, ""MTRP"": 53.0, ""IOG"": 69.8, ""TR"": 0.05263157894736842, ""TI"": 0.0, ""TBR"": 52.63157894736842}}"
2026-06-09T03:39:36.473159+00:00,21,excavacion,"{""robot_id"": 1, ""de"": [2, 1, 4], ""a"": [1, 1, 4]}"
2026-06-09T03:39:36.473159+00:00,21,excavacion,"{""robot_id"": 2, ""de"": [1, 1, 4], ""a"": [2, 1, 4]}"
2026-06-09T03:39:36.473159+00:00,21,kpi_update,"{""tick"": 20, ""kpis"": {""TSP"": 25.0, ""TPCP"": 10.0, ""MTRP"": 55.0, ""IOG"": 69.8, ""TR"": 0.05, ""TI"": 0.0, ""TBR"": 50.0}}"
